,순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,년도,경기타입
6,25,최대성,롯데,-,2,0,0,0,0,0,0,0,2006,KBO 시범경기
7,25,황준영,롯데,-,2,0,0,0,0,0,0,0,2006,KBO 시범경기
0,1,이우민,롯데,0.462,13,32,26,12,1,0,0,4,2006,KBO 와일드카드
1,2,호세,롯데,0.438,11,39,32,14,4,0,1,6,2006,KBO 와일드카드
2,3,신명철,롯데,0.423,10,28,26,11,2,0,1,8,2006,KBO 와일드카드
3,4,마이로우,롯데,0.385,12,43,39,15,4,0,3,9,2006,KBO 와일드카드
4,5,강민호,롯데,0.381,9,23,21,8,1,1,2,7,2006,KBO 와일드카드
5,6,최기문,롯데,0.333,1,3,3,1,1,0,0,0,2006,KBO 와일드카드
6,7,박기혁,롯데,0.320,10,31,25,8,1,0,2,5,2006,KBO 와일드카드
7,8,박현승,롯데,0.308,12,32,26,8,2,0,0,1,2006,KBO 와일드카드
8,9,이대호,롯데,0.280,7,28,25,7,1,0,1,5,2006,KBO 와일드카드
9,10,박연수,롯데,0.278,10,19,18,5,3,0,0,1,2006,KBO 와일드카드
10,11,손인호,롯데,0.263,13,38,38,10,2,1,0,7,2006,KBO 와일드카드
11,12,최경환,롯데,0.257,10,36,35,9,3,0,0,6,2006,KBO 와일드카드
12,13,박정준,롯데,0.211,13,21,19,4,0,0,0,2,2006,KBO 와일드카드
13,14,이원석,롯데,0.207,12,36,29,6,3,0,0,7,2006,KBO 와일드카드
14,15,이동훈,롯데,0.200,4,6,5,1,0,0,0,0,2006,KBO 와일드카드
15,16,조효상,롯데,0.154,9,15,13,2,0,1,0,2,2006,KBO 와일드카드
16,17,황준영,롯데,0.143,11,9,7,1,0,0,1,1,2006,KBO 와일드카드
17,18,정수근,롯데,0.135,12,39,37,5,2,0,0,1,2006,KBO 와일드카드
18,19,이승준,롯데,0.111,3,9,9,1,0,0,0,0,2006,KBO 와일드카드
19,20,박준서,롯데,0.087,13,26,23,2,0,0,0,0,2006,KBO 와일드카드
20,21,김용강,롯데,0.000,8,9,9,0,0,0,0,0,2006,KBO 와일드카드
21,21,황동채,롯데,0.000,5,2,2,0,0,0,0,0,2006,KBO 와일드카드
0,27,안상준,LG,0.000,3,1,1,0,0,0,0,0,2006,KBO 정규시즌
1,27,우규민,LG,-,2,0,0,0,0,0,0,0,2006,KBO 정규시즌
2,27,정재복,LG,-,1,0,0,0,0,0,0,0,2006,KBO 정규시즌
3,27,최승준,LG,-,2,0,0,0,0,0,0,0,2006,KBO 정규시즌
4,27,황선일,LG,0.000,1,2,2,0,0,0,0,0,2006,KBO 정규시즌
0,27,안상준,LG,0.000,3,1,1,0,0,0,0,0,2006,KBO 시범경기
1,27,우규민,LG,-,2,0,0,0,0,0,0,0,2006,KBO 시범경기
2,27,정재복,LG,-,1,0,0,0,0,0,0,0,2006,KBO 시범경기
3,27,최승준,LG,-,2,0,0,0,0,0,0,0,2006,KBO 시범경기
4,27,황선일,LG,0.000,1,2,2,0,0,0,0,0,2006,KBO 시범경기
0,1,박병호,LG,0.444,9,22,18,8,2,0,2,5,2006,KBO 와일드카드
1,1,오태근,LG,0.444,11,9,9,4,1,0,0,0,2006,KBO 와일드카드
2,3,이종열,LG,0.417,10,28,24,10,3,0,0,4,2006,KBO 와일드카드
3,4,정의윤,LG,0.393,8,29,28,11,2,0,1,3,2006,KBO 와일드카드
4,5,최동수,LG,0.357,10,16,14,5,1,0,1,2,2006,KBO 와일드카드
5,6,박기남,LG,0.350,11,22,20,7,2,0,1,7,2006,KBO 와일드카드
6,7,김우석,LG,0.333,7,5,3,1,0,0,0,1,2006,KBO 와일드카드
7,7,서용빈,LG,0.333,9,16,15,5,1,0,0,0,2006,KBO 와일드카드
8,7,추승우,LG,0.333,10,16,12,4,1,0,0,4,2006,KBO 와일드카드
9,10,박경수,LG,0.316,11,44,38,12,2,0,3,9,2006,KBO 와일드카드
10,11,안재만,LG,0.286,11,21,21,6,1,0,1,3,2006,KBO 와일드카드
11,11,이성열,LG,0.286,7,17,14,4,0,0,2,5,2006,KBO 와일드카드
12,13,김정민,LG,0.273,9,11,11,3,1,0,0,1,2006,KBO 와일드카드
13,14,박용택,LG,0.267,6,22,15,4,1,0,0,1,2006,KBO 와일드카드
14,15,마해영,LG,0.258,9,35,31,8,1,0,0,4,2006,KBO 와일드카드
15,16,권용관,LG,0.231,7,15,13,3,2,0,0,1,2006,KBO 와일드카드
16,17,최만호,LG,0.227,11,25,22,5,0,0,1,2,2006,KBO 와일드카드
17,18,이대형,LG,0.167,11,43,42,7,0,0,0,2,2006,KBO 와일드카드
18,19,조인성,LG,0.154,6,16,13,2,0,0,0,1,2006,KBO 와일드카드
19,20,이병규,LG,0.100,5,14,10,1,0,0,0,1,2006,KBO 와일드카드
20,21,강병우,LG,-,3,0,0,0,0,0,0,0,2006,KBO 와일드카드
21,21,경헌호,LG,-,2,0,0,0,0,0,0,0,2006,KBO 와일드카드
22,21,류택현,LG,-,1,0,0,0,0,0,0,0,2006,KBO 와일드카드
23,21,민경수,LG,-,1,0,0,0,0,0,0,0,2006,KBO 와일드카드
24,21,안치용,LG,0.000,3,1,1,0,0,0,0,0,2006,KBO 와일드카드
25,21,정재복,LG,-,1,0,0,0,0,0,0,0,2006,KBO 와일드카드
26,21,최승환,LG,0.000,1,1,1,0,0,0,0,0,2006,KBO 와일드카드
27,21,황선일,LG,0.000,2,1,1,0,0,0,0,0,2006,KBO 와일드카드
0,1,정경배,SK,0.400,6,22,20,8,2,0,0,0,2007,KBO 정규시즌
1,2,이호준,SK,0.375,6,24,24,9,3,0,1,4,2007,KBO 정규시즌
2,2,조동화,SK,0.375,6,27,24,9,2,0,2,4,2007,KBO 정규시즌
3,4,김재현,SK,0.348,5,23,23,8,2,1,2,4,2007,KBO 정규시즌
4,5,김강민,SK,0.333,6,8,6,2,1,0,0,1,2007,KBO 정규시즌
5,5,나주환,SK,0.333,4,3,3,1,0,0,0,0,2007,KBO 정규시즌
6,5,박정권,SK,0.333,6,4,3,1,1,0,0,0,2007,KBO 정규시즌
7,8,박재홍,SK,0.316,6,20,19,6,1,0,0,1,2007,KBO 정규시즌
8,9,박경완,SK,0.250,6,22,16,4,1,0,0,2,2007,KBO 정규시즌
9,10,박재상,SK,0.214,6,15,14,3,0,0,0,0,2007,KBO 정규시즌
10,11,최정,SK,0.174,6,23,23,4,0,0,0,2,2007,KBO 정규시즌
11,12,정근우,SK,0.160,6,28,25,4,0,0,1,2,2007,KBO 정규시즌
12,13,이진영,SK,0.111,4,10,9,1,0,0,0,0,2007,KBO 정규시즌
13,14,김동건,SK,0.000,1,1,1,0,0,0,0,0,2007,KBO 정규시즌
14,14,정상호,SK,-,1,0,0,0,0,0,0,0,2007,KBO 정규시즌
0,20,로마노,SK,-,3,0,0,0,0,0,0,0,2007,KBO 정규시즌
1,20,송은범,SK,-,2,0,0,0,0,0,0,0,2007,KBO 정규시즌
2,20,윤길현,SK,-,1,0,0,0,0,0,0,0,2007,KBO 정규시즌
3,20,이영욱,SK,-,1,0,0,0,0,0,0,0,2007,KBO 정규시즌
4,20,이한진,SK,-,3,0,0,0,0,0,0,0,2007,KBO 정규시즌
5,20,정대현,SK,0.000,7,1,1,0,0,0,0,0,2007,KBO 정규시즌
6,20,정우람,SK,-,1,0,0,0,0,0,0,0,2007,KBO 정규시즌
7,20,조웅천,SK,-,6,0,0,0,0,0,0,0,2007,KBO 정규시즌
0,1,이진영,SK,0.350,80,248,220,77,10,3,7,42,2007,KBO 시범경기
1,2,이재원,SK,0.333,66,119,108,36,8,0,3,21,2007,KBO 시범경기
2,3,정근우,SK,0.323,111,391,341,110,24,2,9,44,2007,KBO 시범경기
3,4,이호준,SK,0.313,101,391,351,110,22,1,14,71,2007,KBO 시범경기
4,5,박재홍,SK,0.280,115,400,347,97,19,1,17,54,2007,KBO 시범경기
5,6,조동화,SK,0.272,121,345,290,79,8,3,0,18,2007,KBO 시범경기
6,7,박재상,SK,0.269,123,368,312,84,16,1,10,37,2007,KBO 시범경기
7,8,최정,SK,0.267,122,462,408,109,19,1,16,66,2007,KBO 시범경기
8,9,박경완,SK,0.247,119,437,352,87,21,1,15,60,2007,KBO 시범경기
9,10,나주환,SK,0.243,117,331,284,69,13,2,2,27,2007,KBO 시범경기
10,11,김강민,SK,0.243,124,374,334,81,10,3,4,18,2007,KBO 시범경기
11,12,정경배,SK,0.225,116,381,333,75,16,1,4,50,2007,KBO 시범경기
12,13,박정권,SK,0.221,100,229,208,46,12,2,4,25,2007,KBO 시범경기
13,14,정상호,SK,0.217,66,90,83,18,4,0,2,12,2007,KBO 시범경기
14,15,김재현,SK,0.196,84,250,204,40,11,0,5,19,2007,KBO 시범경기
15,16,김태균,SK,0.174,23,25,23,4,0,0,0,3,2007,KBO 시범경기
16,17,채종국,SK,0.163,23,47,43,7,1,0,0,2,2007,KBO 시범경기
17,18,김재구,SK,0.136,24,23,22,3,1,0,0,0,2007,KBO 시범경기
18,19,박연수,SK,0.100,8,11,10,1,0,0,0,1,2007,KBO 시범경기
19,20,가득염,SK,-,4,0,0,0,0,0,0,0,2007,KBO 시범경기
20,20,강혁,SK,0.000,10,11,7,0,0,0,0,0,2007,KBO 시범경기
21,20,김경태,SK,-,1,0,0,0,0,0,0,0,2007,KBO 시범경기
22,20,김광현,SK,-,1,1,0,0,0,0,0,1,2007,KBO 시범경기
23,20,김동건,SK,0.000,10,10,10,0,0,0,0,1,2007,KBO 시범경기
24,20,김성현,SK,-,3,0,0,0,0,0,0,0,2007,KBO 시범경기
25,20,김용섭,SK,0.000,1,1,1,0,0,0,0,0,2007,KBO 시범경기
26,20,김원형,SK,-,3,0,0,0,0,0,0,0,2007,KBO 시범경기
27,20,김재현,SK,-,3,0,0,0,0,0,0,0,2007,KBO 시범경기
28,20,김형철,SK,0.000,2,3,3,0,0,0,0,0,2007,KBO 시범경기
29,20,레이번,SK,-,1,0,0,0,0,0,0,0,2007,KBO 시범경기
0,1,이진영,SK,0.350,80,248,220,77,10,3,7,42,2007,KBO 와일드카드
1,2,이재원,SK,0.333,66,119,108,36,8,0,3,21,2007,KBO 와일드카드
2,3,정근우,SK,0.323,111,391,341,110,24,2,9,44,2007,KBO 와일드카드
3,4,이호준,SK,0.313,101,391,351,110,22,1,14,71,2007,KBO 와일드카드
4,5,박재홍,SK,0.280,115,400,347,97,19,1,17,54,2007,KBO 와일드카드
5,6,조동화,SK,0.272,121,345,290,79,8,3,0,18,2007,KBO 와일드카드
6,7,박재상,SK,0.269,123,368,312,84,16,1,10,37,2007,KBO 와일드카드
7,8,최정,SK,0.267,122,462,408,109,19,1,16,66,2007,KBO 와일드카드
8,9,박경완,SK,0.247,119,437,352,87,21,1,15,60,2007,KBO 와일드카드
9,10,나주환,SK,0.243,117,331,284,69,13,2,2,27,2007,KBO 와일드카드
10,11,김강민,SK,0.243,124,374,334,81,10,3,4,18,2007,KBO 와일드카드
11,12,정경배,SK,0.225,116,381,333,75,16,1,4,50,2007,KBO 와일드카드
12,13,박정권,SK,0.221,100,229,208,46,12,2,4,25,2007,KBO 와일드카드
13,14,정상호,SK,0.217,66,90,83,18,4,0,2,12,2007,KBO 와일드카드
14,15,김재현,SK,0.196,84,250,204,40,11,0,5,19,2007,KBO 와일드카드
15,16,김태균,SK,0.174,23,25,23,4,0,0,0,3,2007,KBO 와일드카드
16,17,채종국,SK,0.163,23,47,43,7,1,0,0,2,2007,KBO 와일드카드
17,18,김재구,SK,0.136,24,23,22,3,1,0,0,0,2007,KBO 와일드카드
18,19,박연수,SK,0.100,8,11,10,1,0,0,0,1,2007,KBO 와일드카드
19,20,가득염,SK,-,4,0,0,0,0,0,0,0,2007,KBO 와일드카드
20,20,강혁,SK,0.000,10,11,7,0,0,0,0,0,2007,KBO 와일드카드
21,20,김경태,SK,-,1,0,0,0,0,0,0,0,2007,KBO 와일드카드
22,20,김광현,SK,-,1,1,0,0,0,0,0,1,2007,KBO 와일드카드
23,20,김동건,SK,0.000,10,10,10,0,0,0,0,1,2007,KBO 와일드카드
24,20,김성현,SK,-,3,0,0,0,0,0,0,0,2007,KBO 와일드카드
25,20,김용섭,SK,0.000,1,1,1,0,0,0,0,0,2007,KBO 와일드카드
26,20,김원형,SK,-,3,0,0,0,0,0,0,0,2007,KBO 와일드카드
27,20,김재현,SK,-,3,0,0,0,0,0,0,0,2007,KBO 와일드카드
28,20,김형철,SK,0.000,2,3,3,0,0,0,0,0,2007,KBO 와일드카드
29,20,레이번,SK,-,1,0,0,0,0,0,0,0,2007,KBO 와일드카드
0,1,전상렬,두산,1.000,3,1,1,1,1,0,0,0,2007,KBO 정규시즌
1,2,유재웅,두산,0.500,3,2,2,1,0,0,0,1,2007,KBO 정규시즌
2,3,고영민,두산,0.300,6,25,20,6,1,0,1,4,2007,KBO 정규시즌
3,4,안경현,두산,0.250,2,5,4,1,0,0,0,0,2007,KBO 정규시즌
4,4,오재원,두산,0.250,2,6,4,1,0,0,0,0,2007,KBO 정규시즌
5,6,김현수,두산,0.238,6,26,21,5,0,0,0,0,2007,KBO 정규시즌
6,7,홍성흔,두산,0.227,6,24,22,5,3,0,0,0,2007,KBO 정규시즌
7,8,민병헌,두산,0.200,6,19,15,3,0,0,0,0,2007,KBO 정규시즌
8,9,이종욱,두산,0.185,6,27,27,5,0,0,0,0,2007,KBO 정규시즌
9,10,채상병,두산,0.167,6,20,18,3,1,0,1,2,2007,KBO 정규시즌
10,11,최준석,두산,0.143,5,18,14,2,0,0,0,0,2007,KBO 정규시즌
11,12,김동주,두산,0.118,6,22,17,2,1,0,0,2,2007,KBO 정규시즌
12,13,이대수,두산,0.071,5,15,14,1,0,0,0,2,2007,KBO 정규시즌
13,14,김진수,두산,0.000,1,1,1,0,0,0,0,0,2007,KBO 정규시즌
14,14,장원진,두산,0.000,3,2,2,0,0,0,0,0,2007,KBO 정규시즌
15,14,정원석,두산,0.000,3,1,1,0,0,0,0,0,2007,KBO 정규시즌
0,23,원용묵,두산,-,1,0,0,0,0,0,0,0,2007,KBO 정규시즌
1,23,이경필,두산,-,3,0,0,0,0,0,0,0,2007,KBO 정규시즌
2,23,이두환,두산,0.000,1,1,1,0,0,0,0,0,2007,KBO 정규시즌
3,23,이승학,두산,-,5,0,0,0,0,0,0,0,2007,KBO 정규시즌
4,23,정재훈,두산,-,7,0,0,0,0,0,0,0,2007,KBO 정규시즌
5,23,정재훈,두산,-,11,0,0,0,0,0,0,0,2007,KBO 정규시즌
6,23,최주환,두산,0.000,3,3,3,0,0,0,0,0,2007,KBO 정규시즌
7,23,허도환,두산,-,1,0,0,0,0,0,0,0,2007,KBO 정규시즌
0,1,임태훈,두산,0.500,9,2,2,1,0,0,0,0,2007,KBO 시범경기
1,2,김혜겸,두산,0.400,8,6,5,2,0,0,0,1,2007,KBO 시범경기
2,3,김동주,두산,0.322,119,481,382,123,24,0,19,78,2007,KBO 시범경기
3,4,이종욱,두산,0.316,123,528,465,147,20,12,1,46,2007,KBO 시범경기
4,5,안경현,두산,0.274,109,400,351,96,17,4,2,49,2007,KBO 시범경기
5,6,김현수,두산,0.273,99,353,319,87,19,3,5,32,2007,KBO 시범경기
6,7,홍성흔,두산,0.268,80,274,231,62,11,0,5,39,2007,KBO 시범경기
7,8,고영민,두산,0.268,126,536,444,119,29,1,12,66,2007,KBO 시범경기
8,9,오재원,두산,0.259,49,64,58,15,4,0,0,5,2007,KBO 시범경기
9,10,윤재국,두산,0.257,74,227,202,52,6,1,3,23,2007,KBO 시범경기
10,11,이대수,두산,0.252,109,366,310,78,14,1,3,36,2007,KBO 시범경기
11,12,민병헌,두산,0.244,119,372,328,80,14,3,3,31,2007,KBO 시범경기
12,13,최준석,두산,0.244,121,451,386,94,20,2,16,75,2007,KBO 시범경기
13,14,정원석,두산,0.242,78,68,62,15,1,2,1,8,2007,KBO 시범경기
14,15,채상병,두산,0.237,91,307,279,66,13,1,7,30,2007,KBO 시범경기
15,16,전상렬,두산,0.186,75,97,86,16,5,0,0,5,2007,KBO 시범경기
16,17,장원진,두산,0.185,23,31,27,5,2,0,0,3,2007,KBO 시범경기
17,18,안상준,두산,0.183,46,95,82,15,3,0,0,6,2007,KBO 시범경기
18,19,유재웅,두산,0.182,20,37,33,6,1,0,0,2,2007,KBO 시범경기
19,20,강동우,두산,0.163,25,48,43,7,1,1,1,6,2007,KBO 시범경기
20,21,김진수,두산,0.156,45,46,45,7,1,0,0,0,2007,KBO 시범경기
21,22,윤석민,두산,0.074,30,29,27,2,2,0,0,0,2007,KBO 시범경기
22,23,금민철,두산,0.000,5,2,1,0,0,0,0,0,2007,KBO 시범경기
23,23,김덕윤,두산,-,2,0,0,0,0,0,0,0,2007,KBO 시범경기
24,23,김명제,두산,-,3,0,0,0,0,0,0,0,2007,KBO 시범경기
25,23,김태영,두산,-,2,0,0,0,0,0,0,0,2007,KBO 시범경기
26,23,김승회,두산,-,1,0,0,0,0,0,0,0,2007,KBO 시범경기
27,23,김하람,두산,-,1,0,0,0,0,0,0,0,2007,KBO 시범경기
28,23,노경은,두산,-,2,0,0,0,0,0,0,0,2007,KBO 시범경기
29,23,양의지,두산,0.000,3,1,1,0,0,0,0,0,2007,KBO 시범경기
0,1,김현수,두산,0.500,4,2,2,1,1,0,0,0,2007,KBO 와일드카드
1,2,김진수,두산,0.375,10,8,8,3,0,0,0,0,2007,KBO 와일드카드
2,3,홍성흔,두산,0.286,10,29,28,8,2,0,0,2,2007,KBO 와일드카드
3,4,고영민,두산,0.270,10,41,37,10,2,0,1,5,2007,KBO 와일드카드
4,5,강동우,두산,0.269,10,27,26,7,1,0,0,1,2007,KBO 와일드카드
5,6,민병헌,두산,0.261,10,25,23,6,4,0,0,2,2007,KBO 와일드카드
6,7,김동주,두산,0.259,10,29,27,7,0,0,2,2,2007,KBO 와일드카드
7,8,최준석,두산,0.242,10,39,33,8,1,0,2,5,2007,KBO 와일드카드
8,9,안상준,두산,0.231,10,30,26,6,1,0,0,3,2007,KBO 와일드카드
9,10,안경현,두산,0.208,10,30,24,5,0,0,0,1,2007,KBO 와일드카드
10,11,장원진,두산,0.200,4,5,5,1,0,0,0,0,2007,KBO 와일드카드
11,12,윤재국,두산,0.182,9,12,11,2,0,0,0,1,2007,KBO 와일드카드
12,13,이종욱,두산,0.152,10,39,33,5,0,0,0,0,2007,KBO 와일드카드
13,14,유재웅,두산,0.143,4,15,14,2,0,0,0,1,2007,KBO 와일드카드
14,15,이대수,두산,0.125,7,9,8,1,0,0,0,1,2007,KBO 와일드카드
15,15,정원석,두산,0.125,10,9,8,1,1,0,0,0,2007,KBO 와일드카드
16,17,윤석민,두산,0.091,10,12,11,1,0,0,1,2,2007,KBO 와일드카드
17,18,서동환,두산,-,1,0,0,0,0,0,0,0,2007,KBO 와일드카드
18,18,이원재,두산,-,1,0,0,0,0,0,0,0,2007,KBO 와일드카드
19,18,이원희,두산,-,1,0,0,0,0,0,0,0,2007,KBO 와일드카드
20,18,임태훈,두산,-,1,0,0,0,0,0,0,0,2007,KBO 와일드카드
21,18,정성훈,두산,-,1,0,0,0,0,0,0,0,2007,KBO 와일드카드
0,1,장원진,두산,1.000,2,2,2,2,0,0,0,2,2007,KBO 한국시리즈
1,2,이대수,두산,0.600,3,11,10,6,0,1,0,2,2007,KBO 한국시리즈
2,3,이종욱,두산,0.545,3,14,11,6,0,0,1,3,2007,KBO 한국시리즈
3,4,김현수,두산,0.500,3,12,10,5,1,0,1,2,2007,KBO 한국시리즈
4,4,전상렬,두산,0.500,2,2,2,1,0,0,0,1,2007,KBO 한국시리즈
5,6,김동주,두산,0.333,3,13,6,2,0,0,0,0,2007,KBO 한국시리즈
6,7,채상병,두산,0.300,3,12,10,3,1,0,0,2,2007,KBO 한국시리즈
7,8,고영민,두산,0.267,3,15,15,4,1,0,0,2,2007,KBO 한국시리즈
8,9,민병헌,두산,0.250,3,11,8,2,0,1,0,0,2007,KBO 한국시리즈
9,9,안경현,두산,0.250,3,13,12,3,1,0,0,2,2007,KBO 한국시리즈
10,11,홍성흔,두산,0.167,3,7,6,1,0,0,0,1,2007,KBO 한국시리즈
11,12,금민철,두산,-,1,0,0,0,0,0,0,0,2007,KBO 한국시리즈
12,12,김진수,두산,-,1,0,0,0,0,0,0,0,2007,KBO 한국시리즈
13,12,오재원,두산,0.000,3,1,1,0,0,0,0,0,2007,KBO 한국시리즈
14,12,유재웅,두산,0.000,1,1,1,0,0,0,0,0,2007,KBO 한국시리즈
15,12,윤재국,두산,-,1,0,0,0,0,0,0,0,2007,KBO 한국시리즈
16,12,정원석,두산,-,2,0,0,0,0,0,0,0,2007,KBO 한국시리즈
17,12,최준석,두산,0.000,3,8,5,0,0,0,0,0,2007,KBO 한국시리즈
0,1,정희상,한화,0.667,3,3,3,2,1,0,0,2,2007,KBO 시범경기
1,2,심광호,한화,0.500,4,8,8,4,1,0,0,0,2007,KBO 시범경기
2,3,김태균,한화,0.423,7,29,26,11,2,0,1,5,2007,KBO 시범경기
3,4,고동진,한화,0.324,10,37,34,11,2,1,0,4,2007,KBO 시범경기
4,5,김태완,한화,0.318,8,26,22,7,3,0,3,7,2007,KBO 시범경기
5,5,조원우,한화,0.318,9,28,22,7,0,0,0,1,2007,KBO 시범경기
6,7,김인철,한화,0.313,10,18,16,5,1,0,0,3,2007,KBO 시범경기
7,8,크루즈,한화,0.310,11,35,29,9,2,0,0,5,2007,KBO 시범경기
8,9,김민재,한화,0.292,9,24,24,7,1,0,0,1,2007,KBO 시범경기
9,10,이영우,한화,0.233,10,34,30,7,1,1,0,5,2007,KBO 시범경기
10,11,이도형,한화,0.208,8,24,24,5,1,0,1,1,2007,KBO 시범경기
11,12,백승룡,한화,0.200,8,16,15,3,0,0,0,0,2007,KBO 시범경기
12,12,오재필,한화,0.200,6,5,5,1,0,0,0,0,2007,KBO 시범경기
13,14,한상훈,한화,0.167,9,21,18,3,0,0,0,2,2007,KBO 시범경기
14,15,백재호,한화,0.148,9,29,27,4,1,0,0,2,2007,KBO 시범경기
15,16,이범호,한화,0.138,9,33,29,4,0,0,2,2,2007,KBO 시범경기
16,17,연경흠,한화,0.125,10,18,16,2,0,0,1,1,2007,KBO 시범경기
17,18,신경현,한화,0.091,8,11,11,1,0,0,0,1,2007,KBO 시범경기
18,19,김수연,한화,0.000,3,3,3,0,0,0,0,0,2007,KBO 시범경기
19,19,송광민,한화,0.000,2,1,1,0,0,0,0,0,2007,KBO 시범경기
20,19,정범모,한화,0.000,5,3,3,0,0,0,0,1,2007,KBO 시범경기
0,1,김수연,한화,1.000,3,2,1,1,0,0,0,0,2007,KBO 플레이오프
1,2,이범호,한화,0.556,3,10,9,5,1,0,3,4,2007,KBO 플레이오프
2,3,고동진,한화,0.333,3,11,9,3,0,0,1,2,2007,KBO 플레이오프
3,3,연경흠,한화,0.333,3,6,6,2,0,0,0,1,2007,KBO 플레이오프
4,5,신경현,한화,0.300,3,10,10,3,1,0,0,0,2007,KBO 플레이오프
5,6,크루즈,한화,0.273,3,12,11,3,0,0,0,0,2007,KBO 플레이오프
6,7,김태완,한화,0.200,2,5,5,1,0,0,0,1,2007,KBO 플레이오프
7,8,김태균,한화,0.100,3,12,10,1,0,0,1,2,2007,KBO 플레이오프
8,9,김민재,한화,0.091,3,13,11,1,0,0,0,0,2007,KBO 플레이오프
9,10,김인철,한화,-,2,0,0,0,0,0,0,0,2007,KBO 플레이오프
10,10,백재호,한화,0.000,2,1,1,0,0,0,0,0,2007,KBO 플레이오프
11,10,송광민,한화,0.000,1,1,1,0,0,0,0,0,2007,KBO 플레이오프
12,10,심광호,한화,-,1,0,0,0,0,0,0,0,2007,KBO 플레이오프
13,10,이도형,한화,0.000,2,3,2,0,0,0,0,0,2007,KBO 플레이오프
14,10,이영우,한화,0.000,3,4,4,0,0,0,0,0,2007,KBO 플레이오프
15,10,조원우,한화,0.000,3,4,4,0,0,0,0,0,2007,KBO 플레이오프
16,10,한상훈,한화,0.000,3,8,7,0,0,0,0,0,2007,KBO 플레이오프
0,1,고동진,한화,0.500,3,12,12,6,2,0,0,0,2007,KBO 한국시리즈
1,1,연경흠,한화,0.500,3,9,8,4,0,0,0,1,2007,KBO 한국시리즈
2,1,이도형,한화,0.500,3,3,2,1,1,0,0,0,2007,KBO 한국시리즈
3,4,한상훈,한화,0.375,3,9,8,3,0,0,0,0,2007,KBO 한국시리즈
4,5,조원우,한화,0.333,3,6,6,2,1,0,0,1,2007,KBO 한국시리즈
5,6,김태균,한화,0.273,3,13,11,3,0,0,0,1,2007,KBO 한국시리즈
6,7,이범호,한화,0.167,3,12,12,2,0,0,0,1,2007,KBO 한국시리즈
7,8,신경현,한화,0.143,3,8,7,1,0,0,0,1,2007,KBO 한국시리즈
8,9,김민재,한화,0.125,3,8,8,1,0,0,0,0,2007,KBO 한국시리즈
9,9,이영우,한화,0.125,3,9,8,1,0,0,0,0,2007,KBO 한국시리즈
10,11,크루즈,한화,0.083,3,13,12,1,0,0,0,0,2007,KBO 한국시리즈
11,12,김수연,한화,-,1,0,0,0,0,0,0,0,2007,KBO 한국시리즈
12,12,김태완,한화,0.000,2,2,2,0,0,0,0,0,2007,KBO 한국시리즈
13,12,백재호,한화,0.000,2,1,1,0,0,0,0,0,2007,KBO 한국시리즈
14,12,송광민,한화,-,1,0,0,0,0,0,0,0,2007,KBO 한국시리즈
15,12,심광호,한화,-,2,0,0,0,0,0,0,0,2007,KBO 한국시리즈
0,22,현재윤,삼성,0.000,6,3,2,0,0,0,0,0,2007,KBO 정규시즌
0,1,양준혁,삼성,0.337,123,544,442,149,34,0,22,72,2007,KBO 시범경기
1,2,박진만,삼성,0.312,100,400,333,104,25,0,7,56,2007,KBO 시범경기
2,3,강봉규,삼성,0.282,83,170,142,40,9,1,1,13,2007,KBO 시범경기
3,4,박한이,삼성,0.267,123,559,479,128,12,1,2,27,2007,KBO 시범경기
4,5,심정수,삼성,0.258,124,515,427,110,17,0,31,101,2007,KBO 시범경기
5,6,신명철,삼성,0.252,126,471,416,105,20,2,5,31,2007,KBO 시범경기
6,7,김창희,삼성,0.247,100,284,251,62,14,2,3,22,2007,KBO 시범경기
7,8,진갑용,삼성,0.246,122,427,362,89,12,0,5,39,2007,KBO 시범경기
8,9,김한수,삼성,0.235,101,317,289,68,11,1,3,26,2007,KBO 시범경기
9,10,김재걸,삼성,0.232,116,378,314,73,12,0,2,22,2007,KBO 시범경기
10,11,박정환,삼성,0.224,46,84,76,17,3,1,0,5,2007,KBO 시범경기
11,12,채태인,삼성,0.221,31,84,77,17,5,0,1,10,2007,KBO 시범경기
12,13,김종훈,삼성,0.206,63,73,68,14,0,0,0,5,2007,KBO 시범경기
13,14,김대익,삼성,0.198,69,101,86,17,2,0,0,6,2007,KBO 시범경기
14,15,조동찬,삼성,0.189,38,129,106,20,3,0,0,10,2007,KBO 시범경기
15,16,박종호,삼성,0.185,17,31,27,5,3,0,0,4,2007,KBO 시범경기
16,17,조영훈,삼성,0.168,66,175,155,26,4,0,1,9,2007,KBO 시범경기
17,18,이정식,삼성,0.156,65,73,64,10,3,0,3,9,2007,KBO 시범경기
18,19,이여상,삼성,0.143,4,7,7,1,0,0,0,0,2007,KBO 시범경기
19,20,이태호,삼성,0.121,45,35,33,4,2,0,0,0,2007,KBO 시범경기
20,21,강명구,삼성,0.111,68,32,27,3,0,1,0,2,2007,KBO 시범경기
21,22,권오준,삼성,-,1,0,0,0,0,0,0,0,2007,KBO 시범경기
22,22,김동욱,삼성,-,1,0,0,0,0,0,0,0,2007,KBO 시범경기
23,22,손승현,삼성,0.000,3,2,2,0,0,0,0,0,2007,KBO 시범경기
24,22,오승환,삼성,-,5,0,0,0,0,0,0,0,2007,KBO 시범경기
